  32.60    -26.92
  32.80    -27.20
  33.00    -27.34
  33.20    -27.34
  33.40    -27.21
  33.60    -26.98
  33.80    -26.68
  34.00    -26.30
  34.20    -25.88
  34.40    -25.41
  34.60    -24.92
  34.80    -24.41
  35.00    -23.91
  35.20    -23.41
  35.40    -22.93
  35.60    -22.49
  35.80    -22.07
  36.00    -21.70
  36.20    -21.38
  36.40    -21.10
  36.60    -20.87
  36.80    -20.68
  37.00    -20.53
  37.20    -20.41
  37.40    -20.33
  37.60    -20.27
  37.80    -20.24
  38.00    -20.24
  38.20    -20.25
  38.40    -20.27
  38.60    -20.29
  38.80    -20.31
  39.00    -20.32
  39.20    -20.34
  39.40    -20.35
  39.60    -20.36
  39.80    -20.38
  40.00    -20.40
  40.20    -20.43
  40.40    -20.46
  40.60    -20.51
  40.80    -20.57
  41.00    -20.67
  41.20    -20.78
  41.40    -20.91
  41.60    -21.06
  41.80    -21.23
  42.00    -21.41
  42.20    -21.63
  42.40    -21.86
  42.60    -22.10
  42.80    -22.35
  43.00    -22.59
  43.20    -22.84
  43.40    -23.11
  43.60    -23.36
  43.80    -23.61
  44.00    -23.86
  44.20    -24.10
  44.40    -24.38
  44.60    -24.67
  44.80    -24.98
  45.00    -25.31
  45.20    -25.67
  45.40    -26.11
  45.60    -26.59
  45.80    -27.11
  46.00    -27.67
  46.20    -28.33
  46.40    -29.04
  46.60    -29.77
  46.80    -30.50
  47.00    -31.20
  47.20    -31.87
  47.40    -32.36
  47.60    -32.62
  47.80    -32.64
  48.00    -32.52
  48.20    -32.21
  48.40    -31.76
  48.60    -31.28
  48.80    -30.83
  49.00    -30.36
  49.20    -29.88
  49.40    -29.45
  49.60    -29.06
  49.80    -28.66
  50.00    -28.25
  50.20    -27.92
  50.40    -27.57
  50.60    -27.20
  50.80    -26.87
  51.00    -26.56
  51.20    -26.25
  51.40    -25.94
  51.60    -25.71
  51.80    -25.47
  52.00    -25.24
  52.20    -25.08
  52.40    -24.94
  52.60    -24.81
  52.80    -24.74
  53.00    -24.69
  53.20    -24.65
  53.40    -24.66
  53.60    -24.70
  53.80    -24.72
  54.00    -24.80
  54.20    -24.88
  54.40    -24.94
  54.60    -25.06
  54.80    -25.16
  55.00    -25.23
  55.20    -25.36
  55.40    -25.46
  55.60    -25.54
  55.80    -25.67
  56.00    -25.76
  56.20    -25.88
  56.40    -26.01
  56.60    -26.11
  56.80    -26.29
  57.00    -26.44
  57.20    -26.62
  57.40    -26.84
  57.60    -27.04
  57.80    -27.31
  58.00    -27.58
  58.20    -27.87
  58.40    -28.20
  58.60    -28.51
  58.80    -28.90
  59.00    -29.25
  59.20    -29.65
  59.40    -30.04
  59.60    -30.42
  59.80    -30.83
  60.00    -31.18
